Version,Post_Variable,Feature,Mutual_Information,Abs_Pearson,Combined_Score,Prevalencia_Post
target_f_predictibilidad_maxima,target,Antecedente neurológicos_trastorno psiquiatrico,0.00036864811034953426,0.023946332476611997,0.007441953420228273,0.1943
target_f_predictibilidad_maxima,target,recalculado_flag,0.0,0.02474525292063058,0.007423575876189174,0.1943
target_f_predictibilidad_maxima,target,Examen_Hematocrito (%),0.0,0.02447700091058242,0.007343100273174726,0.1943
target_f_predictibilidad_maxima,target,Dx Preoperatorio Code_P,0.0,0.02421745022503369,0.007265235067510107,0.1943
target_f_predictibilidad_maxima,target,Antecedente gastrointestinales_negativo,0.004354384166457725,0.013586948516247858,0.007124153471394765,0.1943
target_f_predictibilidad_maxima,target,Examen_P de O,0.004459871035697338,0.013314307509713349,0.007116201977902141,0.1943
target_f_predictibilidad_maxima,target,Color de Piel_normal,0.005096929700045383,0.011708108688612998,0.007080283396615667,0.1943
target_f_predictibilidad_maxima,target,RH_Negativo,0.0,0.023295170360032768,0.00698855110800983,0.1943
target_f_predictibilidad_maxima,target,predicted_label_proc_ant_encoded,0.002270655744458061,0.017848858538749228,0.006944116582745411,0.1943
target_f_predictibilidad_maxima,target,Sistema Respiratorio_disnea,0.0030718880568334495,0.015976810702363325,0.006943364850492411,0.1943
target_f_predictibilidad_maxima,target,Procedimiento propuesto Code_V,0.0018011844372103347,0.01843555292536507,0.006791494983656755,0.1943
target_f_predictibilidad_maxima,target,Dx Preoperatorio Code_L,0.0003223230830831092,0.021319674166019376,0.006621528407963989,0.1943
target_f_predictibilidad_maxima,target,score_proc_ant_high_severity,0.002423380239263251,0.016141224021778797,0.0065387333740179136,0.1943
target_f_predictibilidad_maxima,target,Antecedente renales_falla renal,0.0016010379169202338,0.01797911538646097,0.006514461157782455,0.1943
target_f_predictibilidad_maxima,target,Examen_Plaquetas (ml),0.0007482880713869378,0.019728487298728215,0.006442347839589321,0.1943
target_f_predictibilidad_maxima,target,Talla (cm),0.0003459423580391974,0.020575269865977096,0.006414740610420566,0.1943
target_f_predictibilidad_maxima,target,Edad,0.003977461055035825,0.011330577692847274,0.006183396046379259,0.1943
target_f_predictibilidad_maxima,target,Respuesta Motora_encoded,0.003118768015780038,0.013272772190276871,0.006164969268129088,0.1943
target_f_predictibilidad_maxima,target,Dx Preoperatorio Code_F,0.0007717994723550614,0.018707781516030444,0.0061525940854576765,0.1943
target_f_predictibilidad_maxima,target,Prótesis Dental_fija,0.003077927525912516,0.01323365098531843,0.00612464456373429,0.1943
target_f_predictibilidad_maxima,target,Apertura Visual_encoded,0.00229976163968737,0.014945402790829,0.0060934539850298584,0.1943
target_f_predictibilidad_maxima,target,Anestesia previa_general,0.0002767754347228202,0.019534602938262244,0.006054123685784648,0.1943
target_f_predictibilidad_maxima,target,Sistema Respiratorio_normal,0.003145963442430455,0.012457857637025683,0.005939531700809023,0.1943
target_f_predictibilidad_maxima,target,Anestesia previa_peribulbar,0.004004513386645092,0.01024279193866906,0.005875996952252282,0.1943
target_f_predictibilidad_maxima,target,Antecedente gastrointestinales_gastritis,0.005165377087115175,0.007197019131176719,0.005774869700333638,0.1943
target_f_predictibilidad_maxima,target,Antecedente endocrinológicos_obesidad,0.00238535287794428,0.013198550976084704,0.005629312307386407,0.1943
target_f_predictibilidad_maxima,target,Anestesia previa_raquidea,0.0,0.018664864922017483,0.005599459476605245,0.1943
target_f_predictibilidad_maxima,target,Examen_Na (meq/L),0.0,0.018233028796280297,0.005469908638884089,0.1943
target_f_predictibilidad_maxima,target,Alérgeno_med_gastrointestinal,0.0013015092585419996,0.014863852214462339,0.005370212145318101,0.1943
target_f_predictibilidad_maxima,target,Procedimiento propuesto Code_M,0.0001735928953841004,0.01734070790285552,0.005323727397625526,0.1943
target_f_predictibilidad_maxima,target,Arritmia_encoded,0.0025319853156151595,0.011712821377495583,0.005286236134179286,0.1943
